market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer1KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Clayton GA|CNN|2015-09-28|40|0515|1|3850|5|8|27|385|27|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-09-28|40|0530|2|3550|5|38|335|382|327|322|5|35|825|355
Atlanta|Clayton GA|CNN|2015-09-28|40|0545|3|3250|5|38|335|382|327|335|5|35|855|855
Atlanta|Clayton GA|CNN|2015-09-28|40|0600|4|8250|5|38|235|582|327|379|5|35|555|555
Atlanta|Clayton GA|CNN|2015-09-28|40|0615|5|8392|3|2|832|725|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-09-28|40|0630|6|925|8|2|59|27|335|25|97|09|97|79
Atlanta|Clayton GA|CNN|2015-09-28|40|0645|8|925|8|2|59|25|355|25|95|08|92|75
Atlanta|Clayton GA|CNN|2015-09-28|40|0700|9|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-09-28|40|0715|11|3850|5|8|27|385|27|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-09-28|40|0730|12|3550|5|38|335|382|327|322|5|35|825|355
Atlanta|Clayton GA|CNN|2015-09-28|40|0745|13|3250|5|38|335|382|327|335|5|35|855|855
Atlanta|Clayton GA|CNN|2015-09-28|40|0800|14|8250|5|38|235|582|327|379|5|35|555|555
Atlanta|Clayton GA|CNN|2015-09-28|40|0815|15|8392|3|2|832|725|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-09-28|40|0830|16|925|8|2|59|27|335|25|97|09|97|79
Atlanta|Clayton GA|CNN|2015-09-28|40|0845|1|925|8|2|59|25|355|25|95|08|92|75
Atlanta|Clayton GA|CNN|2015-09-28|40|0900|2|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-09-28|40|0915|3|3850|5|8|27|385|27|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-09-28|40|0930|4|3550|5|38|335|382|327|322|5|35|825|355
Atlanta|Clayton GA|CNN|2015-09-28|40|0945|5|3250|5|38|335|382|327|335|5|35|855|855
Atlanta|Clayton GA|CNN|2015-09-28|40|1000|6|8250|5|38|235|582|327|379|5|35|555|555
Atlanta|Clayton GA|CNN|2015-09-28|40|1015|8|8392|3|2|832|725|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-09-28|40|1030|9|925|8|2|59|27|335|25|97|09|97|79
Atlanta|Clayton GA|CNN|2015-09-28|40|1045|11|925|8|2|59|25|355|25|95|08|92|75
Atlanta|Clayton GA|CNN|2015-09-28|40|1100|12|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-09-28|40|1115|13|3850|5|8|27|385|27|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-09-28|40|1130|14|3550|5|38|335|382|327|322|5|35|825|355
Atlanta|Clayton GA|CNN|2015-09-28|40|1145|15|3250|5|38|335|382|327|335|5|35|855|855
Atlanta|Clayton GA|CNN|2015-09-28|40|1200|16|8250|5|38|235|582|327|379|5|35|555|555
Atlanta|Clayton GA|CNN|2015-09-28|40|1215|13|8392|3|2|832|725|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-09-28|40|1230|14|925|8|2|59|27|335|25|97|09|97|79
Atlanta|Clayton GA|CNN|2015-09-28|40|1245|12|925|8|2|59|25|355|25|95|08|92|75
Atlanta|Clayton GA|CNN|2015-09-28|40|1300|11|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-09-28|40|1315|10|8392|3|2|832|725|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-09-28|40|1330|9|925|8|2|59|27|335|25|97|09|97|79
Atlanta|Clayton GA|CNN|2015-09-28|40|1345|8|925|8|2|59|25|355|25|95|08|92|75
Atlanta|Clayton GA|CNN|2015-09-28|40|1400|7|525|8|2|39|95|25|35|95|08|95|05
Atlanta|Clayton GA|CNN|2015-09-28|40|1415|6|3850|5|8|27|385|27|322|5|35|325|355
Atlanta|Clayton GA|CNN|2015-09-28|40|1430|5|3550|5|38|335|382|327|322|5|35|825|355
Atlanta|Clayton GA|CNN|2015-09-28|40|1445|4|3250|5|38|335|382|327|335|5|35|855|855
Atlanta|Clayton GA|CNN|2015-09-28|40|1500|3|8250|5|38|235|582|327|379|5|35|555|555
Atlanta|Clayton GA|CNN|2015-09-28|40|1515|2|8392|3|2|832|725|383|095|32|50|850|095
Atlanta|Clayton GA|CNN|2015-09-28|40|1530|1|925|8|2|59|27|335|25|97|09|97|79
