market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer3KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Douglas GA|CNN|2017-09-25|40|0515|6|3562|6|5|07|356|07|360|6|36|366|366
Atlanta|Douglas GA|CNN|2017-09-25|40|0530|6|3662|6|35|336|350|307|360|6|36|566|366
Atlanta|Douglas GA|CNN|2017-09-25|40|0545|3|3662|6|35|336|350|307|336|6|36|566|566
Atlanta|Douglas GA|CNN|2017-09-25|40|0600|3|5662|6|35|636|650|307|374|6|36|666|666
Atlanta|Douglas GA|CNN|2017-09-25|40|0615|5|5340|3|6|536|706|353|246|36|62|562|246
Atlanta|Douglas GA|CNN|2017-09-25|40|0630|6|466|5|6|64|07|336|66|47|24|47|74
Atlanta|Douglas GA|CNN|2017-09-25|40|0645|8|466|5|6|64|06|366|66|46|25|40|76
Atlanta|Douglas GA|CNN|2017-09-25|40|0700|0|666|5|6|34|46|06|36|46|25|46|26
Atlanta|Douglas GA|CNN|2017-09-25|40|0715|66|3562|6|5|07|356|07|360|6|36|366|366
Atlanta|Douglas GA|CNN|2017-09-25|40|0730|66|3662|6|35|336|350|307|360|6|36|566|366
Atlanta|Douglas GA|CNN|2017-09-25|40|0745|63|3662|6|35|336|350|307|336|6|36|566|566
Atlanta|Douglas GA|CNN|2017-09-25|40|0800|63|5662|6|35|636|650|307|374|6|36|666|666
Atlanta|Douglas GA|CNN|2017-09-25|40|0815|65|5340|3|6|536|706|353|246|36|62|562|246
Atlanta|Douglas GA|CNN|2017-09-25|40|0830|66|466|5|6|64|07|336|66|47|24|47|74
Atlanta|Douglas GA|CNN|2017-09-25|40|0845|6|466|5|6|64|06|366|66|46|25|40|76
Atlanta|Douglas GA|CNN|2017-09-25|40|0900|6|666|5|6|34|46|06|36|46|25|46|26
Atlanta|Douglas GA|CNN|2017-09-25|40|0915|3|3562|6|5|07|356|07|360|6|36|366|366
Atlanta|Douglas GA|CNN|2017-09-25|40|0930|3|3662|6|35|336|350|307|360|6|36|566|366
Atlanta|Douglas GA|CNN|2017-09-25|40|0945|5|3662|6|35|336|350|307|336|6|36|566|566
Atlanta|Douglas GA|CNN|2017-09-25|40|1000|6|5662|6|35|636|650|307|374|6|36|666|666
Atlanta|Douglas GA|CNN|2017-09-25|40|1015|8|5340|3|6|536|706|353|246|36|62|562|246
Atlanta|Douglas GA|CNN|2017-09-25|40|1030|0|466|5|6|64|07|336|66|47|24|47|74
Atlanta|Douglas GA|CNN|2017-09-25|40|1045|66|466|5|6|64|06|366|66|46|25|40|76
Atlanta|Douglas GA|CNN|2017-09-25|40|1100|66|666|5|6|34|46|06|36|46|25|46|26
Atlanta|Douglas GA|CNN|2017-09-25|40|1115|63|3562|6|5|07|356|07|360|6|36|366|366
Atlanta|Douglas GA|CNN|2017-09-25|40|1130|63|3662|6|35|336|350|307|360|6|36|566|366
Atlanta|Douglas GA|CNN|2017-09-25|40|1145|65|3662|6|35|336|350|307|336|6|36|566|566
Atlanta|Douglas GA|CNN|2017-09-25|40|1200|66|5662|6|35|636|650|307|374|6|36|666|666
Atlanta|Douglas GA|CNN|2017-09-25|40|1215|63|5340|3|6|536|706|353|246|36|62|562|246
Atlanta|Douglas GA|CNN|2017-09-25|40|1230|63|466|5|6|64|07|336|66|47|24|47|74
