market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer1KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Clayton GA|CNN|2014-09-30|40|0515|1|3850|5|8|97|385|97|329|5|35|325|355
Atlanta|Clayton GA|CNN|2014-09-30|40|0530|2|3550|5|38|335|389|397|329|5|35|825|355
Atlanta|Clayton GA|CNN|2014-09-30|40|0545|3|3250|5|38|335|389|397|335|5|35|855|855
Atlanta|Clayton GA|CNN|2014-09-30|40|0600|4|8250|5|38|235|589|397|374|5|35|555|555
Atlanta|Clayton GA|CNN|2014-09-30|40|0615|5|8349|3|2|832|795|383|045|32|50|850|045
Atlanta|Clayton GA|CNN|2014-09-30|40|0630|6|425|8|2|54|97|335|25|47|04|47|74
Atlanta|Clayton GA|CNN|2014-09-30|40|0645|8|425|8|2|54|95|355|25|45|08|49|75
Atlanta|Clayton GA|CNN|2014-09-30|40|0700|9|525|8|2|34|45|95|35|45|08|45|05
Atlanta|Clayton GA|CNN|2014-09-30|40|0715|11|3850|5|8|97|385|97|329|5|35|325|355
Atlanta|Clayton GA|CNN|2014-09-30|40|0730|12|3550|5|38|335|389|397|329|5|35|825|355
Atlanta|Clayton GA|CNN|2014-09-30|40|0745|13|3250|5|38|335|389|397|335|5|35|855|855
Atlanta|Clayton GA|CNN|2014-09-30|40|0800|14|8250|5|38|235|589|397|374|5|35|555|555
Atlanta|Clayton GA|CNN|2014-09-30|40|0815|15|8349|3|2|832|795|383|045|32|50|850|045
Atlanta|Clayton GA|CNN|2014-09-30|40|0830|16|425|8|2|54|97|335|25|47|04|47|74
Atlanta|Clayton GA|CNN|2014-09-30|40|0845|1|425|8|2|54|95|355|25|45|08|49|75
Atlanta|Clayton GA|CNN|2014-09-30|40|0900|2|525|8|2|34|45|95|35|45|08|45|05
Atlanta|Clayton GA|CNN|2014-09-30|40|0915|3|3850|5|8|97|385|97|329|5|35|325|355
Atlanta|Clayton GA|CNN|2014-09-30|40|0930|4|3550|5|38|335|389|397|329|5|35|825|355
Atlanta|Clayton GA|CNN|2014-09-30|40|0945|5|3250|5|38|335|389|397|335|5|35|855|855
Atlanta|Clayton GA|CNN|2014-09-30|40|1000|6|8250|5|38|235|589|397|374|5|35|555|555
Atlanta|Clayton GA|CNN|2014-09-30|40|1015|8|8349|3|2|832|795|383|045|32|50|850|045
Atlanta|Clayton GA|CNN|2014-09-30|40|1030|9|425|8|2|54|97|335|25|47|04|47|74
Atlanta|Clayton GA|CNN|2014-09-30|40|1045|11|425|8|2|54|95|355|25|45|08|49|75
Atlanta|Clayton GA|CNN|2014-09-30|40|1100|12|525|8|2|34|45|95|35|45|08|45|05
Atlanta|Clayton GA|CNN|2014-09-30|40|1115|13|3850|5|8|97|385|97|329|5|35|325|355
Atlanta|Clayton GA|CNN|2014-09-30|40|1130|14|3550|5|38|335|389|397|329|5|35|825|355
Atlanta|Clayton GA|CNN|2014-09-30|40|1145|15|3250|5|38|335|389|397|335|5|35|855|855
Atlanta|Clayton GA|CNN|2014-09-30|40|1200|16|8250|5|38|235|589|397|374|5|35|555|555
Atlanta|Clayton GA|CNN|2014-09-30|40|1215|13|8349|3|2|832|795|383|045|32|50|850|045
Atlanta|Clayton GA|CNN|2014-09-30|40|1230|14|425|8|2|54|97|335|25|47|04|47|74
Atlanta|Clayton GA|CNN|2014-09-30|40|1245|12|425|8|2|54|95|355|25|45|08|49|75
Atlanta|Clayton GA|CNN|2014-09-30|40|1300|11|525|8|2|34|45|95|35|45|08|45|05
Atlanta|Clayton GA|CNN|2014-09-30|40|1315|10|8349|3|2|832|795|383|045|32|50|850|045
Atlanta|Clayton GA|CNN|2014-09-30|40|1330|9|425|8|2|54|97|335|25|47|04|47|74
Atlanta|Clayton GA|CNN|2014-09-30|40|1345|8|425|8|2|54|95|355|25|45|08|49|75
Atlanta|Clayton GA|CNN|2014-09-30|40|1400|7|525|8|2|34|45|95|35|45|08|45|05
Atlanta|Clayton GA|CNN|2014-09-30|40|1415|6|3850|5|8|97|385|97|329|5|35|325|355
Atlanta|Clayton GA|CNN|2014-09-30|40|1430|5|3550|5|38|335|389|397|329|5|35|825|355
Atlanta|Clayton GA|CNN|2014-09-30|40|1445|4|3250|5|38|335|389|397|335|5|35|855|855
Atlanta|Clayton GA|CNN|2014-09-30|40|1500|3|8250|5|38|235|589|397|374|5|35|555|555
Atlanta|Clayton GA|CNN|2014-09-30|40|1515|2|8349|3|2|832|795|383|045|32|50|850|045
Atlanta|Clayton GA|CNN|2014-09-30|40|1530|1|425|8|2|54|97|335|25|47|04|47|74
Atlanta|Clayton GA|CNN|2014-09-30|40|1545|11|425|8|2|54|95|355|25|45|08|49|75
Atlanta|Clayton GA|CNN|2014-09-30|40|1600|12|525|8|2|34|45|95|35|45|08|45|05
Atlanta|Clayton GA|CNN|2014-09-30|40|1615|13|8349|3|2|832|795|383|045|32|50|850|045
Atlanta|Clayton GA|CNN|2014-09-30|40|1630|14|425|8|2|54|97|335|25|47|04|47|74
Atlanta|Clayton GA|CNN|2014-09-30|40|1645|17|425|8|2|54|95|355|25|45|08|49|75
