market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer1KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Douglas GA|CNN|2014-10-06|41|0515|3|3040|4|0|27|304|27|322|4|34|324|344
Atlanta|Douglas GA|CNN|2014-10-06|41|0530|2|3440|4|30|334|302|327|322|4|34|024|344
Atlanta|Douglas GA|CNN|2014-10-06|41|0545|3|3240|4|30|334|302|327|334|4|34|044|044
Atlanta|Douglas GA|CNN|2014-10-06|41|0600|4|0240|4|30|234|402|327|374|4|34|444|444
Atlanta|Douglas GA|CNN|2014-10-06|41|0615|4|0342|3|2|032|724|303|044|32|41|040|044
Atlanta|Douglas GA|CNN|2014-10-06|41|0630|6|424|0|2|44|27|334|24|47|04|47|74
Atlanta|Douglas GA|CNN|2014-10-06|41|0645|0|424|0|2|44|24|344|24|44|00|42|74
Atlanta|Douglas GA|CNN|2014-10-06|41|0700|2|424|0|2|34|44|24|34|44|00|44|04
Atlanta|Douglas GA|CNN|2014-10-06|41|0715|33|3040|4|0|27|304|27|322|4|34|324|344
Atlanta|Douglas GA|CNN|2014-10-06|41|0730|32|3440|4|30|334|302|327|322|4|34|024|344
Atlanta|Douglas GA|CNN|2014-10-06|41|0745|33|3240|4|30|334|302|327|334|4|34|044|044
Atlanta|Douglas GA|CNN|2014-10-06|41|0800|34|0240|4|30|234|402|327|374|4|34|444|444
Atlanta|Douglas GA|CNN|2014-10-06|41|0815|34|0342|3|2|032|724|303|044|32|41|040|044
Atlanta|Douglas GA|CNN|2014-10-06|41|0830|36|424|0|2|44|27|334|24|47|04|47|74
Atlanta|Douglas GA|CNN|2014-10-06|41|0845|3|424|0|2|44|24|344|24|44|00|42|74
Atlanta|Douglas GA|CNN|2014-10-06|41|0900|2|424|0|2|34|44|24|34|44|00|44|04
Atlanta|Douglas GA|CNN|2014-10-06|41|0915|3|3040|4|0|27|304|27|322|4|34|324|344
Atlanta|Douglas GA|CNN|2014-10-06|41|0930|4|3440|4|30|334|302|327|322|4|34|024|344
Atlanta|Douglas GA|CNN|2014-10-06|41|0945|4|3240|4|30|334|302|327|334|4|34|044|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1000|6|0240|4|30|234|402|327|374|4|34|444|444
Atlanta|Douglas GA|CNN|2014-10-06|41|1015|0|0342|3|2|032|724|303|044|32|41|040|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1030|2|424|0|2|44|27|334|24|47|04|47|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1045|33|424|0|2|44|24|344|24|44|00|42|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1100|32|424|0|2|34|44|24|34|44|00|44|04
Atlanta|Douglas GA|CNN|2014-10-06|41|1115|33|3040|4|0|27|304|27|322|4|34|324|344
Atlanta|Douglas GA|CNN|2014-10-06|41|1130|34|3440|4|30|334|302|327|322|4|34|024|344
Atlanta|Douglas GA|CNN|2014-10-06|41|1145|34|3240|4|30|334|302|327|334|4|34|044|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1200|36|0240|4|30|234|402|327|374|4|34|444|444
Atlanta|Douglas GA|CNN|2014-10-06|41|1215|33|0342|3|2|032|724|303|044|32|41|040|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1230|34|424|0|2|44|27|334|24|47|04|47|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1245|32|424|0|2|44|24|344|24|44|00|42|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1300|33|424|0|2|34|44|24|34|44|00|44|04
Atlanta|Douglas GA|CNN|2014-10-06|41|1315|30|0342|3|2|032|724|303|044|32|41|040|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1330|2|424|0|2|44|27|334|24|47|04|47|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1345|0|424|0|2|44|24|344|24|44|00|42|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1400|7|424|0|2|34|44|24|34|44|00|44|04
Atlanta|Douglas GA|CNN|2014-10-06|41|1415|6|3040|4|0|27|304|27|322|4|34|324|344
Atlanta|Douglas GA|CNN|2014-10-06|41|1430|4|3440|4|30|334|302|327|322|4|34|024|344
Atlanta|Douglas GA|CNN|2014-10-06|41|1445|4|3240|4|30|334|302|327|334|4|34|044|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1500|3|0240|4|30|234|402|327|374|4|34|444|444
Atlanta|Douglas GA|CNN|2014-10-06|41|1515|2|0342|3|2|032|724|303|044|32|41|040|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1530|3|424|0|2|44|27|334|24|47|04|47|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1545|33|424|0|2|44|24|344|24|44|00|42|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1600|32|424|0|2|34|44|24|34|44|00|44|04
Atlanta|Douglas GA|CNN|2014-10-06|41|1615|33|0342|3|2|032|724|303|044|32|41|040|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1630|34|424|0|2|44|27|334|24|47|04|47|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1645|37|424|0|2|44|24|344|24|44|00|42|74
Atlanta|Douglas GA|CNN|2014-10-06|41|1700|23|424|0|2|34|44|24|34|44|00|44|04
Atlanta|Douglas GA|CNN|2014-10-06|41|1715|22|3040|4|0|27|304|27|322|4|34|324|344
Atlanta|Douglas GA|CNN|2014-10-06|41|1730|24|3440|4|30|334|302|327|322|4|34|024|344
Atlanta|Douglas GA|CNN|2014-10-06|41|1745|3|3240|4|30|334|302|327|334|4|34|044|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1800|2|0240|4|30|234|402|327|374|4|34|444|444
Atlanta|Douglas GA|CNN|2014-10-06|41|1815|3|0342|3|2|032|724|303|044|32|41|040|044
Atlanta|Douglas GA|CNN|2014-10-06|41|1830|4|424|0|2|44|27|334|24|47|04|47|74
