market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer1KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Douglas GA|CNN|2015-09-28|40|0515|1|3859|5|8|07|385|07|300|5|35|305|355
Atlanta|Douglas GA|CNN|2015-09-28|40|0530|0|3559|5|38|335|380|307|300|5|35|805|355
Atlanta|Douglas GA|CNN|2015-09-28|40|0545|3|3059|5|38|335|380|307|335|5|35|855|855
Atlanta|Douglas GA|CNN|2015-09-28|40|0600|4|8059|5|38|035|580|307|379|5|35|555|555
Atlanta|Douglas GA|CNN|2015-09-28|40|0615|5|8390|3|0|830|705|383|995|30|59|859|995
Atlanta|Douglas GA|CNN|2015-09-28|40|0630|6|905|8|0|59|07|335|05|97|99|97|79
Atlanta|Douglas GA|CNN|2015-09-28|40|0645|8|905|8|0|59|05|355|05|95|98|90|75
Atlanta|Douglas GA|CNN|2015-09-28|40|0700|9|505|8|0|39|95|05|35|95|98|95|95
Atlanta|Douglas GA|CNN|2015-09-28|40|0715|11|3859|5|8|07|385|07|300|5|35|305|355
Atlanta|Douglas GA|CNN|2015-09-28|40|0730|10|3559|5|38|335|380|307|300|5|35|805|355
Atlanta|Douglas GA|CNN|2015-09-28|40|0745|13|3059|5|38|335|380|307|335|5|35|855|855
Atlanta|Douglas GA|CNN|2015-09-28|40|0800|14|8059|5|38|035|580|307|379|5|35|555|555
Atlanta|Douglas GA|CNN|2015-09-28|40|0815|15|8390|3|0|830|705|383|995|30|59|859|995
Atlanta|Douglas GA|CNN|2015-09-28|40|0830|16|905|8|0|59|07|335|05|97|99|97|79
Atlanta|Douglas GA|CNN|2015-09-28|40|0845|1|905|8|0|59|05|355|05|95|98|90|75
Atlanta|Douglas GA|CNN|2015-09-28|40|0900|0|505|8|0|39|95|05|35|95|98|95|95
Atlanta|Douglas GA|CNN|2015-09-28|40|0915|3|3859|5|8|07|385|07|300|5|35|305|355
Atlanta|Douglas GA|CNN|2015-09-28|40|0930|4|3559|5|38|335|380|307|300|5|35|805|355
Atlanta|Douglas GA|CNN|2015-09-28|40|0945|5|3059|5|38|335|380|307|335|5|35|855|855
Atlanta|Douglas GA|CNN|2015-09-28|40|1000|6|8059|5|38|035|580|307|379|5|35|555|555
Atlanta|Douglas GA|CNN|2015-09-28|40|1015|8|8390|3|0|830|705|383|995|30|59|859|995
Atlanta|Douglas GA|CNN|2015-09-28|40|1030|9|905|8|0|59|07|335|05|97|99|97|79
Atlanta|Douglas GA|CNN|2015-09-28|40|1045|11|905|8|0|59|05|355|05|95|98|90|75
Atlanta|Douglas GA|CNN|2015-09-28|40|1100|10|505|8|0|39|95|05|35|95|98|95|95
Atlanta|Douglas GA|CNN|2015-09-28|40|1115|13|3859|5|8|07|385|07|300|5|35|305|355
Atlanta|Douglas GA|CNN|2015-09-28|40|1130|14|3559|5|38|335|380|307|300|5|35|805|355
Atlanta|Douglas GA|CNN|2015-09-28|40|1145|15|3059|5|38|335|380|307|335|5|35|855|855
Atlanta|Douglas GA|CNN|2015-09-28|40|1200|16|8059|5|38|035|580|307|379|5|35|555|555
Atlanta|Douglas GA|CNN|2015-09-28|40|1215|13|8390|3|0|830|705|383|995|30|59|859|995
Atlanta|Douglas GA|CNN|2015-09-28|40|1230|14|905|8|0|59|07|335|05|97|99|97|79
Atlanta|Douglas GA|CNN|2015-09-28|40|1245|10|905|8|0|59|05|355|05|95|98|90|75
Atlanta|Douglas GA|CNN|2015-09-28|40|1300|11|505|8|0|39|95|05|35|95|98|95|95
Atlanta|Douglas GA|CNN|2015-09-28|40|1315|19|8390|3|0|830|705|383|995|30|59|859|995
Atlanta|Douglas GA|CNN|2015-09-28|40|1330|9|905|8|0|59|07|335|05|97|99|97|79
Atlanta|Douglas GA|CNN|2015-09-28|40|1345|8|905|8|0|59|05|355|05|95|98|90|75
Atlanta|Douglas GA|CNN|2015-09-28|40|1400|7|505|8|0|39|95|05|35|95|98|95|95
Atlanta|Douglas GA|CNN|2015-09-28|40|1415|6|3859|5|8|07|385|07|300|5|35|305|355
Atlanta|Douglas GA|CNN|2015-09-28|40|1430|5|3559|5|38|335|380|307|300|5|35|805|355
Atlanta|Douglas GA|CNN|2015-09-28|40|1445|4|3059|5|38|335|380|307|335|5|35|855|855
Atlanta|Douglas GA|CNN|2015-09-28|40|1500|3|8059|5|38|035|580|307|379|5|35|555|555
Atlanta|Douglas GA|CNN|2015-09-28|40|1515|0|8390|3|0|830|705|383|995|30|59|859|995
Atlanta|Douglas GA|CNN|2015-09-28|40|1530|1|905|8|0|59|07|335|05|97|99|97|79
Atlanta|Douglas GA|CNN|2015-09-28|40|1545|11|905|8|0|59|05|355|05|95|98|90|75
Atlanta|Douglas GA|CNN|2015-09-28|40|1600|10|505|8|0|39|95|05|35|95|98|95|95
Atlanta|Douglas GA|CNN|2015-09-28|40|1615|13|8390|3|0|830|705|383|995|30|59|859|995
Atlanta|Douglas GA|CNN|2015-09-28|40|1630|14|905|8|0|59|07|335|05|97|99|97|79
Atlanta|Douglas GA|CNN|2015-09-28|40|1645|17|905|8|0|59|05|355|05|95|98|90|75
Atlanta|Douglas GA|CNN|2015-09-28|40|1700|01|505|8|0|39|95|05|35|95|98|95|95
Atlanta|Douglas GA|CNN|2015-09-28|40|1715|00|3859|5|8|07|385|07|300|5|35|305|355
Atlanta|Douglas GA|CNN|2015-09-28|40|1730|05|3559|5|38|335|380|307|300|5|35|805|355
Atlanta|Douglas GA|CNN|2015-09-28|40|1745|1|3059|5|38|335|380|307|335|5|35|855|855
Atlanta|Douglas GA|CNN|2015-09-28|40|1800|0|8059|5|38|035|580|307|379|5|35|555|555
Atlanta|Douglas GA|CNN|2015-09-28|40|1815|3|8390|3|0|830|705|383|995|30|59|859|995
Atlanta|Douglas GA|CNN|2015-09-28|40|1830|4|905|8|0|59|07|335|05|97|99|97|79
Atlanta|Douglas GA|CNN|2015-09-28|40|1845|5|905|8|0|59|05|355|05|95|98|90|75
Atlanta|Douglas GA|CNN|2015-09-28|40|1900|6|505|8|0|39|95|05|35|95|98|95|95
