market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer3KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Clayton GA|CNN|2017-10-08|41|0515|3|1532|3|5|97|153|97|139|3|13|133|133
Atlanta|Clayton GA|CNN|2017-10-08|41|0530|3|1332|3|15|113|159|197|139|3|13|533|133
Atlanta|Clayton GA|CNN|2017-10-08|41|0545|1|1332|3|15|113|159|197|113|3|13|533|533
Atlanta|Clayton GA|CNN|2017-10-08|41|0600|1|5332|3|15|313|359|197|174|3|13|333|333
Atlanta|Clayton GA|CNN|2017-10-08|41|0615|5|5149|1|3|513|793|151|243|13|32|532|243
Atlanta|Clayton GA|CNN|2017-10-08|41|0630|6|433|5|3|34|97|113|33|47|24|47|74
Atlanta|Clayton GA|CNN|2017-10-08|41|0645|8|433|5|3|34|93|133|33|43|25|49|73
Atlanta|Clayton GA|CNN|2017-10-08|41|0700|9|333|5|3|14|43|93|13|43|25|43|23
Atlanta|Clayton GA|CNN|2017-10-08|41|0715|33|1532|3|5|97|153|97|139|3|13|133|133
Atlanta|Clayton GA|CNN|2017-10-08|41|0730|33|1332|3|15|113|159|197|139|3|13|533|133
Atlanta|Clayton GA|CNN|2017-10-08|41|0745|31|1332|3|15|113|159|197|113|3|13|533|533
Atlanta|Clayton GA|CNN|2017-10-08|41|0800|31|5332|3|15|313|359|197|174|3|13|333|333
Atlanta|Clayton GA|CNN|2017-10-08|41|0815|35|5149|1|3|513|793|151|243|13|32|532|243
Atlanta|Clayton GA|CNN|2017-10-08|41|0830|36|433|5|3|34|97|113|33|47|24|47|74
Atlanta|Clayton GA|CNN|2017-10-08|41|0845|3|433|5|3|34|93|133|33|43|25|49|73
Atlanta|Clayton GA|CNN|2017-10-08|41|0900|3|333|5|3|14|43|93|13|43|25|43|23
