market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer2KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Douglas GA|CNN|2016-10-03|41|0515|4|5834|3|8|97|583|97|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-03|41|0530|4|5334|3|58|553|589|597|559|3|53|853|533
Atlanta|Douglas GA|CNN|2016-10-03|41|0545|5|5534|3|58|553|589|597|553|3|53|833|833
Atlanta|Douglas GA|CNN|2016-10-03|41|0600|5|8534|3|58|553|389|597|574|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-03|41|0615|3|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|0630|6|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|0645|8|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|0700|9|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|0715|44|5834|3|8|97|583|97|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-03|41|0730|44|5334|3|58|553|589|597|559|3|53|853|533
Atlanta|Douglas GA|CNN|2016-10-03|41|0745|45|5534|3|58|553|589|597|553|3|53|833|833
Atlanta|Douglas GA|CNN|2016-10-03|41|0800|45|8534|3|58|553|389|597|574|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-03|41|0815|43|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|0830|46|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|0845|4|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|0900|4|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|0915|5|5834|3|8|97|583|97|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-03|41|0930|5|5334|3|58|553|589|597|559|3|53|853|533
Atlanta|Douglas GA|CNN|2016-10-03|41|0945|3|5534|3|58|553|589|597|553|3|53|833|833
Atlanta|Douglas GA|CNN|2016-10-03|41|1000|6|8534|3|58|553|389|597|574|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-03|41|1015|8|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|1030|9|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|1045|44|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|1100|44|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|1115|45|5834|3|8|97|583|97|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-03|41|1130|45|5334|3|58|553|589|597|559|3|53|853|533
Atlanta|Douglas GA|CNN|2016-10-03|41|1145|43|5534|3|58|553|589|597|553|3|53|833|833
Atlanta|Douglas GA|CNN|2016-10-03|41|1200|46|8534|3|58|553|389|597|574|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-03|41|1215|45|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|1230|45|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|1245|44|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|1300|44|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|1315|45|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|1330|9|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|1345|8|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|1400|7|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|1415|6|5834|3|8|97|583|97|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-03|41|1430|3|5334|3|58|553|589|597|559|3|53|853|533
Atlanta|Douglas GA|CNN|2016-10-03|41|1445|5|5534|3|58|553|589|597|553|3|53|833|833
Atlanta|Douglas GA|CNN|2016-10-03|41|1500|5|8534|3|58|553|389|597|574|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-03|41|1515|4|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|1530|4|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|1545|44|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|1600|44|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|1615|45|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|1630|45|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|1645|47|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|1700|44|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|1715|44|5834|3|8|97|583|97|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-03|41|1730|43|5334|3|58|553|589|597|559|3|53|853|533
Atlanta|Douglas GA|CNN|2016-10-03|41|1745|4|5534|3|58|553|589|597|553|3|53|833|833
Atlanta|Douglas GA|CNN|2016-10-03|41|1800|4|8534|3|58|553|389|597|574|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-03|41|1815|5|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|1830|5|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|1845|3|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|1900|6|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|1915|8|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|1930|9|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|1945|44|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|2000|44|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|2115|45|5834|3|8|97|583|97|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-03|41|2130|45|5334|3|58|553|589|597|559|3|53|853|533
Atlanta|Douglas GA|CNN|2016-10-03|41|2145|43|5534|3|58|553|589|597|553|3|53|833|833
Atlanta|Douglas GA|CNN|2016-10-03|41|2200|46|8534|3|58|553|389|597|574|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-03|41|2215|4|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|2230|4|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|2245|5|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|2300|5|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-03|41|2315|3|8549|5|5|855|793|585|443|55|34|834|443
Atlanta|Douglas GA|CNN|2016-10-03|41|2330|6|453|8|5|34|97|553|53|47|44|47|74
Atlanta|Douglas GA|CNN|2016-10-03|41|2345|8|453|8|5|34|93|533|53|43|48|49|73
Atlanta|Douglas GA|CNN|2016-10-03|41|0000|9|353|8|5|54|43|93|53|43|48|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|0515|44|5534|3|5|98|553|98|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|0530|44|5334|3|55|553|559|598|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|0545|45|5534|3|55|553|559|598|553|3|53|533|533
Atlanta|Douglas GA|CNN|2016-10-04|41|0600|45|5534|3|55|553|359|598|584|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-04|41|0615|43|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|0630|46|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|0645|45|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|0700|45|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|0715|44|5534|3|5|98|553|98|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|0730|44|5334|3|55|553|559|598|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|0745|45|5534|3|55|553|559|598|553|3|53|533|533
Atlanta|Douglas GA|CNN|2016-10-04|41|0800|9|5534|3|55|553|359|598|584|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-04|41|0815|8|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|0830|7|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|0845|6|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|0900|3|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|0915|5|5534|3|5|98|553|98|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|0930|5|5334|3|55|553|559|598|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|0945|4|5534|3|55|553|559|598|553|3|53|533|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1000|4|5534|3|55|553|359|598|584|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-04|41|1015|44|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|1030|44|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|1045|45|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|1100|45|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|1115|47|5534|3|5|98|553|98|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1130|44|5334|3|55|553|559|598|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1145|44|5534|3|55|553|559|598|553|3|53|533|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1200|43|5534|3|55|553|359|598|584|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-04|41|1215|4|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|1230|4|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|1245|5|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|1300|5|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|1315|3|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|1330|6|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|1345|8|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|1400|9|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|1415|44|5534|3|5|98|553|98|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1430|44|5334|3|55|553|559|598|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1445|45|5534|3|55|553|559|598|553|3|53|533|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1500|45|5534|3|55|553|359|598|584|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-04|41|1515|43|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|1530|46|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|1545|4|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|1600|4|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|1615|5|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|1630|5|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|1645|3|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|1700|6|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|1715|8|5534|3|5|98|553|98|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1730|9|5334|3|55|553|559|598|559|3|53|553|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1745|44|5534|3|55|553|559|598|553|3|53|533|533
Atlanta|Douglas GA|CNN|2016-10-04|41|1800|44|5534|3|55|553|359|598|584|3|53|333|333
Atlanta|Douglas GA|CNN|2016-10-04|41|1815|45|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|1830|45|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|1845|43|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|1900|46|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|1915|45|5549|5|5|555|893|555|443|55|34|534|443
Atlanta|Douglas GA|CNN|2016-10-04|41|1930|45|453|5|5|34|98|553|53|48|44|48|84
Atlanta|Douglas GA|CNN|2016-10-04|41|1945|44|453|5|5|34|93|533|53|43|45|49|83
Atlanta|Douglas GA|CNN|2016-10-04|41|2000|44|353|5|5|54|43|93|53|43|45|43|43
Atlanta|Douglas GA|CNN|2016-10-04|41|2115|45|5534|3|5|98|553|98|559|3|53|553|533
