market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer1KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Douglas GA|CNN|2015-10-05|41|0515|9|6853|5|8|26|685|26|622|5|65|625|655
Atlanta|Douglas GA|CNN|2015-10-05|41|0530|2|6553|5|68|665|682|626|622|5|65|825|655
Atlanta|Douglas GA|CNN|2015-10-05|41|0545|6|6253|5|68|665|682|626|665|5|65|855|855
Atlanta|Douglas GA|CNN|2015-10-05|41|0600|4|8253|5|68|265|582|626|669|5|65|555|555
Atlanta|Douglas GA|CNN|2015-10-05|41|0615|5|8692|6|2|862|625|686|395|62|53|853|395
Atlanta|Douglas GA|CNN|2015-10-05|41|0630|6|925|8|2|59|26|665|25|96|39|96|69
Atlanta|Douglas GA|CNN|2015-10-05|41|0645|8|925|8|2|59|25|655|25|95|38|92|65
Atlanta|Douglas GA|CNN|2015-10-05|41|0700|9|525|8|2|69|95|25|65|95|38|95|35
Atlanta|Douglas GA|CNN|2015-10-05|41|0715|99|6853|5|8|26|685|26|622|5|65|625|655
Atlanta|Douglas GA|CNN|2015-10-05|41|0730|92|6553|5|68|665|682|626|622|5|65|825|655
Atlanta|Douglas GA|CNN|2015-10-05|41|0745|96|6253|5|68|665|682|626|665|5|65|855|855
Atlanta|Douglas GA|CNN|2015-10-05|41|0800|94|8253|5|68|265|582|626|669|5|65|555|555
Atlanta|Douglas GA|CNN|2015-10-05|41|0815|95|8692|6|2|862|625|686|395|62|53|853|395
Atlanta|Douglas GA|CNN|2015-10-05|41|0830|96|925|8|2|59|26|665|25|96|39|96|69
Atlanta|Douglas GA|CNN|2015-10-05|41|0845|9|925|8|2|59|25|655|25|95|38|92|65
Atlanta|Douglas GA|CNN|2015-10-05|41|0900|2|525|8|2|69|95|25|65|95|38|95|35
Atlanta|Douglas GA|CNN|2015-10-05|41|0915|6|6853|5|8|26|685|26|622|5|65|625|655
Atlanta|Douglas GA|CNN|2015-10-05|41|0930|4|6553|5|68|665|682|626|622|5|65|825|655
Atlanta|Douglas GA|CNN|2015-10-05|41|0945|5|6253|5|68|665|682|626|665|5|65|855|855
Atlanta|Douglas GA|CNN|2015-10-05|41|1000|6|8253|5|68|265|582|626|669|5|65|555|555
Atlanta|Douglas GA|CNN|2015-10-05|41|1015|8|8692|6|2|862|625|686|395|62|53|853|395
Atlanta|Douglas GA|CNN|2015-10-05|41|1030|9|925|8|2|59|26|665|25|96|39|96|69
Atlanta|Douglas GA|CNN|2015-10-05|41|1045|99|925|8|2|59|25|655|25|95|38|92|65
Atlanta|Douglas GA|CNN|2015-10-05|41|1100|92|525|8|2|69|95|25|65|95|38|95|35
Atlanta|Douglas GA|CNN|2015-10-05|41|1115|96|6853|5|8|26|685|26|622|5|65|625|655
Atlanta|Douglas GA|CNN|2015-10-05|41|1130|94|6553|5|68|665|682|626|622|5|65|825|655
Atlanta|Douglas GA|CNN|2015-10-05|41|1145|95|6253|5|68|665|682|626|665|5|65|855|855
Atlanta|Douglas GA|CNN|2015-10-05|41|1200|96|8253|5|68|265|582|626|669|5|65|555|555
Atlanta|Douglas GA|CNN|2015-10-05|41|1215|96|8692|6|2|862|625|686|395|62|53|853|395
Atlanta|Douglas GA|CNN|2015-10-05|41|1230|94|925|8|2|59|26|665|25|96|39|96|69
Atlanta|Douglas GA|CNN|2015-10-05|41|1245|92|925|8|2|59|25|655|25|95|38|92|65
