market|ZoneName|network|broadcastday|broadcastweek|quarterhrcode|CostPer2KHHImp|HHImp|C25Imp|C611Imp|M1220Imp|M2134Imp|M3454Imp|M55PlusImp|W1220Imp|W2134Imp|W3454Imp|W55PlusImp
Atlanta|Clayton GA|CNN|2016-09-26|40|0515|2|1852|5|8|97|185|97|139|5|15|135|155
Atlanta|Clayton GA|CNN|2016-09-26|40|0530|2|1552|5|18|115|189|197|139|5|15|835|155
Atlanta|Clayton GA|CNN|2016-09-26|40|0545|3|1352|5|18|115|189|197|115|5|15|855|855
Atlanta|Clayton GA|CNN|2016-09-26|40|0600|3|8352|5|18|315|589|197|174|5|15|555|555
Atlanta|Clayton GA|CNN|2016-09-26|40|0615|5|8149|1|3|813|795|181|245|13|52|852|245
Atlanta|Clayton GA|CNN|2016-09-26|40|0630|6|435|8|3|54|97|115|35|47|24|47|74
Atlanta|Clayton GA|CNN|2016-09-26|40|0645|8|435|8|3|54|95|155|35|45|28|49|75
Atlanta|Clayton GA|CNN|2016-09-26|40|0700|9|535|8|3|14|45|95|15|45|28|45|25
Atlanta|Clayton GA|CNN|2016-09-26|40|0715|22|1852|5|8|97|185|97|139|5|15|135|155
Atlanta|Clayton GA|CNN|2016-09-26|40|0730|22|1552|5|18|115|189|197|139|5|15|835|155
Atlanta|Clayton GA|CNN|2016-09-26|40|0745|23|1352|5|18|115|189|197|115|5|15|855|855
Atlanta|Clayton GA|CNN|2016-09-26|40|0800|23|8352|5|18|315|589|197|174|5|15|555|555
Atlanta|Clayton GA|CNN|2016-09-26|40|0815|25|8149|1|3|813|795|181|245|13|52|852|245
Atlanta|Clayton GA|CNN|2016-09-26|40|0830|26|435|8|3|54|97|115|35|47|24|47|74
Atlanta|Clayton GA|CNN|2016-09-26|40|0845|2|435|8|3|54|95|155|35|45|28|49|75
Atlanta|Clayton GA|CNN|2016-09-26|40|0900|2|535|8|3|14|45|95|15|45|28|45|25
Atlanta|Clayton GA|CNN|2016-09-26|40|0915|3|1852|5|8|97|185|97|139|5|15|135|155
Atlanta|Clayton GA|CNN|2016-09-26|40|0930|3|1552|5|18|115|189|197|139|5|15|835|155
Atlanta|Clayton GA|CNN|2016-09-26|40|0945|5|1352|5|18|115|189|197|115|5|15|855|855
Atlanta|Clayton GA|CNN|2016-09-26|40|1000|6|8352|5|18|315|589|197|174|5|15|555|555
Atlanta|Clayton GA|CNN|2016-09-26|40|1015|8|8149|1|3|813|795|181|245|13|52|852|245
Atlanta|Clayton GA|CNN|2016-09-26|40|1030|9|435|8|3|54|97|115|35|47|24|47|74
Atlanta|Clayton GA|CNN|2016-09-26|40|1045|22|435|8|3|54|95|155|35|45|28|49|75
Atlanta|Clayton GA|CNN|2016-09-26|40|1100|22|535|8|3|14|45|95|15|45|28|45|25
Atlanta|Clayton GA|CNN|2016-09-26|40|1115|23|1852|5|8|97|185|97|139|5|15|135|155
Atlanta|Clayton GA|CNN|2016-09-26|40|1130|23|1552|5|18|115|189|197|139|5|15|835|155
Atlanta|Clayton GA|CNN|2016-09-26|40|1145|25|1352|5|18|115|189|197|115|5|15|855|855
Atlanta|Clayton GA|CNN|2016-09-26|40|1200|26|8352|5|18|315|589|197|174|5|15|555|555
Atlanta|Clayton GA|CNN|2016-09-26|40|1215|23|8149|1|3|813|795|181|245|13|52|852|245
Atlanta|Clayton GA|CNN|2016-09-26|40|1230|23|435|8|3|54|97|115|35|47|24|47|74
Atlanta|Clayton GA|CNN|2016-09-26|40|1245|22|435|8|3|54|95|155|35|45|28|49|75
Atlanta|Clayton GA|CNN|2016-09-26|40|1300|22|535|8|3|14|45|95|15|45|28|45|25
Atlanta|Clayton GA|CNN|2016-09-26|40|1315|20|8149|1|3|813|795|181|245|13|52|852|245
Atlanta|Clayton GA|CNN|2016-09-26|40|1330|9|435|8|3|54|97|115|35|47|24|47|74
Atlanta|Clayton GA|CNN|2016-09-26|40|1345|8|435|8|3|54|95|155|35|45|28|49|75
Atlanta|Clayton GA|CNN|2016-09-26|40|1400|7|535|8|3|14|45|95|15|45|28|45|25
Atlanta|Clayton GA|CNN|2016-09-26|40|1415|6|1852|5|8|97|185|97|139|5|15|135|155
Atlanta|Clayton GA|CNN|2016-09-26|40|1430|5|1552|5|18|115|189|197|139|5|15|835|155
Atlanta|Clayton GA|CNN|2016-09-26|40|1445|3|1352|5|18|115|189|197|115|5|15|855|855
Atlanta|Clayton GA|CNN|2016-09-26|40|1500|3|8352|5|18|315|589|197|174|5|15|555|555
Atlanta|Clayton GA|CNN|2016-09-26|40|1515|2|8149|1|3|813|795|181|245|13|52|852|245
Atlanta|Clayton GA|CNN|2016-09-26|40|1530|2|435|8|3|54|97|115|35|47|24|47|74
